,一部事務組合等コード表（令和７年10月23日現在）,,,,,,,
,358045,周南地区福祉施設組合,しゅうなんちくふくししせつくみあい,昭和26年11月16日,7450811,山口県周南市五月町12番2号,0834213641,
,358126,玖珂地方老人福祉施設組合,くがちほうろうじんふくししせつくみあい,昭和28年9月19日,7420332,山口県岩国市玖珂町6382番地,0827822129,
,358304,周東環境衛生組合,しゅうとうかんきょうえいせいくみあい,昭和40年10月11日,7420023,山口県柳井市南浜四丁目5番13号,0820222270,
,358321,田布施・平生水道企業団,たぶせひらおすいどうきぎょうだん,昭和43年4月1日,7421511,山口県熊毛郡田布施町大字下田布施3430番2,0820522400,
,358347,熊南総合事務組合（普通会計分）,ゆうなんそうごうじむくみあい（ふつうかいけいぶん）,昭和43年4月24日,7421107,山口県熊毛郡平生町大字曽根 433-3,0820570530,
,358371,周南地区衛生施設組合,しゅうなんちくえいせいしせつくみあい,昭和45年1月12日,7440061,山口県下松市大字河内340番地,0833432636,
,358436,柳井地区広域消防組合,やないちくこういきしょうぼうくみあい,昭和46年6月25日,7420031,山口県柳井市南町五丁目4番1号,0820220040,
,358461,光地区消防組合,ひかりちくしょうぼうくみあい,昭和47年7月1日,7430011,山口県光市光井六丁目16番1号,0833745601,
,358487,岩国地区消防組合,いわくにちくしょうぼうくみあい,昭和48年4月1日,7400037,山口県岩国市愛宕町一丁目4番1号,0827310119,
,358592,周南東部環境施設組合,しゅうなんとうぶかんきょうしせつくみあい,昭和54年6月16日,7430103,山口県光市大字岩田1204番地3,0820482442,
,358614,柳井地域広域水道企業団,やないちいきこういきすいどうきぎょうだん,昭和57年12月6日,7420031,山口県柳井市南町一丁目10番２号,0820250255,
,358690,山口県市町総合事務組合（普通会計分）,やまぐちけんしちょうそうごうじむくみあい（ふつうかいけいぶん）,平成18年10月1日,7530072,山口県山口市大手町9番11号　山口県自治会館内,0839256613,
,358703,山口県後期高齢者医療広域連合,やまぐちけんこうきこうれいしゃいりょうこういきれんごう,平成19年2月1日,7530072,山口県山口市大手町9番11号　山口県自治会館内,0839217110,
,358711,熊南総合事務組合（事業会計分）,ゆうなんそうごうじむくみあい（じぎょうかいけいぶん）,昭和43年4月24日,7421107,山口県熊毛郡平生町大字曽根 433-3,0820570530,
,358720,山口県市町総合事務組合（事業会計分）,やまぐちけんしちょうそうごうじむくみあい（じぎょうかいけいぶん）,平成18年10月1日,7530072,山口県山口市大手町9番11号　山口県自治会館内,0839256613,
,358738,萩・長門清掃一部事務組合,はぎながとせいそういちぶじむくみあい,平成22年4月1日,7580063,山口県萩市大字山田12406番地,0838245349,
,358746,宇部・山陽小野田消防組合,うべさんようおのだしょうぼうくみあい,平成23年11月30日,7550027,山口県宇部市港町二丁目3番30号,0836216111,
,368032,西阿老人ホーム組合,せいあろうじんほーむくみあい,昭和27年7月24日,7793600,徳島県美馬市脇町字国見丸３０－２,0883521445,
,368121,海部老人ホーム町村組合,かいふろうじんほーむちょうそんくみあい,昭和31年4月1日,7750006,徳島県海部郡牟岐町大字中村字清水１２０,0884720209,
,368148,老人ホーム福寿荘組合,ろうじんほーむふくじゅそうくみあい,昭和33年9月17日,7740003,徳島県阿南市畭町亀崎９３－７,0884233440,
,368156,美馬西部共立火葬場組合,みませいぶきょうりつかそうじょうくみあい,昭和34年10月1日,7794195,徳島県美馬郡つるぎ町貞光字東浦１－３　つるぎ町役場内,0883623116,
,368181,吉野川環境整備組合,よしのがわかんきょうせいびくみあい,昭和37年6月29日,7770001,徳島県美馬市穴吹町三島字小島１３０１　吉野川浄園内,0883522388,
,368199,海部郡衛生処理事務組合,かいふぐんえいせいしょりじむくみあい,昭和37年7月20日,7750007,徳島県海部郡牟岐町大字内妻字白木１３９－１,0884722614,
,368229,阿北火葬場管理組合,あほくかそうじょうかんりくみあい,昭和38年12月20日,7711610,徳島県阿波市市場町香美字西原１５－１,0883364132,
,368245,阿北環境整備組合,あほくかんきょうせいびくみあい,昭和39年4月23日,7711603,徳島県阿波市市場町市場字岸ノ下２５４－２地先,0883362235,
,368261,美馬環境整備組合,みまかんきょうせいびくみあい,昭和40年5月14日,7793620,徳島県美馬市脇町新町字鴨地２２２,0883522496,
,368270,三好東部火葬場管理組合,みよしとうぶかそうじょうかんりくみあい,昭和41年4月15日,7712595,徳島県三好郡東みよし町昼間３６７３－１　東みよし町役場三好庁舎内,0883795340,
,368296,徳島県市町村議会議員公務災害補償等組合,とくしまけんしちょうそんぎかいぎいんこうむさいがいほしょうとうくみあい,昭和42年12月1日,7700847,徳島県徳島市幸町３－５５　自治会館内,0886213407,
,368318,美馬西部消防組合,みませいぶしょうぼうくみあい,昭和43年8月13日,7712106,徳島県美馬市美馬町字天神１１９,0883632214,
,368334,松茂町ほか二町ボートレース事業組合,まつしげちょうほかにちょうぼーとれーすじぎょうくみあい,昭和44年4月18日,7710295,徳島県板野郡松茂町広島字東裏３０　松茂町役場内,0886992111,
,368377,美馬西部特別養護老人ホーム組合,みませいぶとくべつようごろうじんほーむくみあい,昭和45年3月11日,7794401,徳島県美馬郡つるぎ町半田字松生１５０－１,0883642334,
,368415,板野東部消防組合,いたのとうぶしょうぼうくみあい,昭和46年2月4日,7710201,徳島県板野郡北島町北村字大開１１－１,0886980119,
,368423,板野東部青少年育成センター組合,いたのとうぶせいしょうねんいくせいせんたーくみあい,昭和46年2月10日,7710203,徳島県板野郡北島町中村字上地２３－１　北島町役場内,0886983440,
,368466,美馬地区広域行政組合,みまちくこういきぎょうせいくみあい,昭和46年9月23日,7712106,徳島県美馬市美馬町天神１２１,0883552501,
,368504,阿北特別養護老人ホーム組合,あほくとくべつようごろうじんほーむくみあい,昭和47年12月1日,7711603,徳島県阿波市市場町市場字岸ノ下１９０－３,0883362731,
,368512,板野西部消防組合,いたのせいぶしょうぼうくみあい,昭和48年3月15日,7790114,徳島県板野郡板野町羅漢字前田３５,0886720198,
,368571,小松島市外三町村衛生組合,こまつしましほかさんちょうそんえいせいくみあい,昭和50年2月19日,7730017,徳島県小松島市立江町字大田ノ浦６７－１,0885381452,
,368601,中央広域環境施設組合,ちゅうおうこういきかんきょうしせつくみあい,昭和52年1月1日,7711402,徳島県阿波市吉野町西条字藤原７０－１　中央広域環境センター内,0886377127,
,368610,海部郡特別養護老人ホーム事務組合,かいふぐんとくべつようごろうじんほーむじむくみあい,昭和52年11月21日,7750203,徳島県海部郡海陽町大里字松原３３－３,0884732626,
,368636,名西消防組合,みょうざいしょうぼうくみあい,昭和53年5月11日,7793223,徳島県名西郡石井町高川原字高川原６６－８,0886746788,
,368644,徳島県市町村総合事務組合,とくしまけんしちょうそんそうごうじむくみあい,昭和54年4月1日,7700847,徳島県徳島市幸町３－５５　自治会館内,0886213401,
,369055,那賀川北岸地域湛水防除施設組合,なかがわほくがんちいきたんすいぼうじょしせつくみあい,昭和61年9月18日,7748501,徳島県阿南市富岡町トノ町１２－３　阿南市役所内,0884221599,
,369063,海部消防組合,かいふしょうぼうくみあい,平成4年2月12日,7750004,徳島県海部郡牟岐町大字川長字新光寺９８－１,0884720600,
,369080,徳島中央広域連合,とくしまちゅうおうこういきれんごう,平成9年2月1日,7760013,徳島県吉野川市鴨島町上下島２１－１,0883222255,
,369101,みよし広域連合,みよしこういきれんごう,平成14年4月1日,7780002,徳島県三好市池田町マチ２４２９－１,0883725121,
,369110,徳島県後期高齢者医療広域連合,とくしまけんこうきこうれいしゃいりょうこういきれんごう,平成19年2月1日,7710135,徳島県徳島市川内町平石若松７８－１,0886778856,
,378046,まんのう町外二ケ市町（十郷地区）山林組合,まんのうちょうほかにかしちょう（そごうちく）さんりんくみあい,昭和42年3月10日,7660022,香川県仲多度郡まんのう町吉野下430まんのう町役場内,0877730105,
,378054,まんのう町外三ケ市町山林組合,まんのうちょうほかさんかしちょうさんりんくみあい,昭和33年4月1日,7660022,香川県仲多度郡まんのう町吉野下430まんのう町役場内,0877730105,
,378062,まんのう町外三ケ市町（七箇地区）山林組合,まんのうちょうほかさんかしちょう（しちかちく）さんりんくみあい,昭和33年8月19日,7660022,香川県仲多度郡まんのう町吉野下430まんのう町役場内,0877730105,
,378097,伝法川防災溜池事業組合,でんぽうがわぼうさいためいけじぎょうくみあい,昭和28年1月19日,7614192,香川県小豆郡土庄町淵崎甲1400-2土庄町役場内,0879627007,
,378127,三豊総合病院企業団,みとよそうごうびょういんきぎょうだん,昭和26年2月11日,7691695,香川県観音寺市豊浜町姫浜708三豊総合病院内,0875523366,
,378381,香川県三豊市観音寺市学校組合,かがわけんみとよしかんおんじしがっこうくみあい,昭和24年5月16日,7678585,香川県三豊市高瀬町下勝間2373-1学校組合教育委員会,0875733130,
,378488,香川県市町総合事務組合,かがわけんしちょうそうごうじむくみあい,昭和33年10月1日,7600066,香川県高松市福岡町二丁目3-2香川県自治会館内,0878512427,
,378526,香川県中部ボートレース事業組合,かがわけんちゅうぶぼーとれーすじぎょうくみあい,昭和43年5月7日,7630011,香川県丸亀市富士見町四丁目1-1丸亀市ボートレース事業局内,0877221644,
,378542,仲多度南部消防組合,なかたどなんぶしょうぼうくみあい,昭和45年3月19日,7660003,香川県仲多度郡琴平町五条313,0877734211,
,378585,大川広域行政組合,おおかわこういきぎょうせいくみあい,昭和45年8月26日,7692401,香川県さぬき市津田町津田112-33,0879422740,
,378607,さぬき市・三木町山林組合,さぬきし・みきちょうさんりんくみあい,昭和2年7月13日,7692195,香川県さぬき市志度5385-8さぬき市役所内,0878941116,
,378615,東かがわ市外一市一町組合,ひがしかがわしほかいっしいっちょうくみあい,昭和2年9月2日,7692792,香川県東かがわ市湊1847-1東かがわ市役所内,0879261303,
,378640,三観広域行政組合,さんかんこういきぎょうせいくみあい,昭和46年3月20日,7680067,香川県観音寺市坂本町一丁目1-7,0875253204,
,378666,小豆地区広域行政事務組合,しょうずちくこういきぎょうせいじむくみあい,昭和46年10月1日,7614121,香川県小豆郡土庄町渕崎甲2155-1,0879626565,
,378674,中讃広域行政事務組合,ちゅうさんこういきぎょうせいじむくみあい,昭和46年10月1日,7640021,香川県仲多度郡多度津町堀江五丁目11,0877585461,
,378691,坂出、宇多津広域行政事務組合,さかいで、うたづこういきぎょうせいじむくみあい,昭和47年10月1日,7690210,香川県綾歌郡宇多津町2915,0877491100,
,378828,香川県東部清掃施設組合,かがわけんとうぶせいそうしせつくみあい,平成5年4月23日,7692301,香川県さぬき市長尾東3013,0879532001,
,378836,三木・長尾葬斎組合,みき・ながおそうさいくみあい,平成8年12月5日,7610692,香川県木田郡三木町大字氷上310三木町役場内,0878913303,
,378861,香川県後期高齢者医療広域連合,かがわけんこうきこうれいしゃいりょうこういきれんごう,平成19年1月15日,7600066,香川県高松市福岡町二丁目3-2香川県自治会館内,0878111866,
,378879,小豆島中央病院企業団,しょうどしまちゅうおうびょういんきぎょうだん,平成24年6月22日,7614301,香川県小豆郡小豆島町池田2060番地1小豆島中央病院内,0879751121,
,378887,香川県広域水道企業団,かがわけんこういきすいどうきぎょうだん,平成29年11月1日,7608514,香川県高松市番町一丁目8‐15高松市防災合同庁舎内,0878266111,
,388262,松山衛生事務組合,まつやまえいせいじむくみあい,昭和41年4月2日,7911134,愛媛県松山市恵原町甲８８０番地　養護老人ホーム江南荘内,0899682726,
,388289,愛媛県市町総合事務組合,えひめけんしちょうそうごうじむくみあい,昭和32年7月5日,7900001,愛媛県松山市一番町四丁目１番地２　愛媛県自治会館内,0899417598,
,388327,松山市，東温市共有山林組合,まつやましとうおんしきょうゆうさんりんくみあい,明治24年7月23日,7910242,愛媛県松山市北梅本町７５９　松山市役所小野支所内,0899767152,
,388343,松山養護老人ホーム事務組合,まつやまようごろうじんほーむじむくみあい,昭和28年12月22日,7911134,愛媛県松山市恵原町甲８８０番地　養護老人ホーム江南荘内,0899682726,
,388408,伊予市松前町共立衛生組合,いよしまさきちょうきょうりつえいせいくみあい,昭和34年11月9日,7913120,愛媛県伊予郡松前町大字筒井１７９５－１０,0899845602,
,388416,伊予市・伊予郡養護老人ホーム組合,いよしいよぐんようごろうじんほーむくみあい,昭和34年11月25日,7913153,愛媛県伊予郡松前町大字大溝９６－１,0899841265,
,388424,大洲・喜多衛生事務組合,おおずきたえいせいじむくみあい,昭和37年8月16日,7950042,愛媛県大洲市米津乙１－２,0893260200,
,388599,高知県宿毛市愛媛県南宇和郡愛南町篠山小中学校組合,こうちけんすくもしえひめけんみなみうわぐんあいなんちょうささやましょうちゅうがっこうくみあい,昭和26年10月1日,7984196,愛媛県南宇和郡愛南町城辺甲2420　愛南町役場内,0895721113,
,388629,八幡浜地区施設事務組合,やわたはまちくしせつじむくみあい,昭和44年7月17日,7960111,愛媛県八幡浜市保内町喜木一番耕地５－２,0894361020,
,388653,伊予地区ごみ処理施設管理組合,いよちくごみしょりしせつかんりくみあい,昭和45年5月7日,7993193,愛媛県伊予市米湊８２０　伊予市役所内,0899821287,
,388696,大洲喜多特別養護老人ホーム事務組合,おおずきたとくべつようごろうじんほーむじむくみあい,昭和45年9月24日,7950012,愛媛県大洲市大洲８１０－１,0893230210,
,388858,伊予消防等事務組合,いよしょうぼうとうじむくみあい,昭和47年9月13日,7993193,愛媛県伊予市米湊８２０　伊予市役所総務課内,0899821111,
,388866,南予水道企業団,なんよすいどうきぎょうだん,昭和48年2月1日,7980027,愛媛県宇和島市柿原字童子甲１９２９－３４,0895253222,
,388882,宇和島地区広域事務組合,うわじまちくこういきじむくみあい,昭和48年4月1日,7988601,愛媛県宇和島市曙町１　宇和島市役所内,0895228664,
,388891,伊予市外二町共有物組合,いよしほかにちょうきょうゆうぶつくみあい,明治24年1月13日,7993113,愛媛県伊予市米湊８２０　伊予市役所会計課内,0899821111,
,388963,大洲地区広域消防事務組合,おおずちくこういきしょうぼうじむくみあい,昭和49年6月1日,7950012,愛媛県大洲市大洲１０３４－４,0893240119,
,388980,松山広域福祉施設事務組合,まつやまこういきふくししせつじむくみあい,昭和50年8月28日,7911134,愛媛県松山市恵原町甲８８０番地　養護老人ホーム江南荘内,0899682726,
,389048,八幡浜・大洲地区広域市町村圏組合,やわたはまおおずちくこういきしちょうそんけんくみあい,昭和45年8月27日,7958601,愛媛県大洲市大洲６９０－１　大洲市役所企画情報課内,0893241728,
,389111,愛媛地方税滞納整理機構,えひめちほうぜいたいのうせいりきこう,平成18年4月1日,7900001,愛媛県松山市一番町四丁目１番地２　愛媛県自治会館内,0899135800,
,389129,愛媛県後期高齢者医療広域連合,えひめけんこうきこうれいしゃいりょうこういきれんごう,平成19年2月19日,7992430,愛媛県松山市北条辻６　松山市役所北条支所内,0899117733,
,398209,香南香美衛生組合,こうなんかみえいせいくみあい,昭和37年7月11日,7815231,高知県香南市野市町深渕808,0887560141,
,398225,仁淀川下流衛生事務組合,によどがわかりゅうえいせいじむくみあい,昭和39年3月2日,7811101,高知県土佐市高岡町甲1460-1,0888520783,
,398233,高吾北広域町村事務組合,こうごほくこういきちょうそんじむくみあい,昭和39年1月23日,7811301,高知県高岡郡越知町越知甲2129-7,0889262121,
,398250,香南斎場組合,こうなんさいじょうくみあい,昭和29年3月22日,7815310,高知県香南市赤岡町2018-1,0887545550,
,398284,香南香美老人ホーム組合,こうなんかみろうじんほーむくみあい,昭和42年3月13日,7815222,高知県香南市野市町母代寺188,0887560181,
,398331,日高村佐川町学校組合,ひだかむらさかわちょうがっこうくみあい,昭和29年10月15日,7812154,高知県高岡郡日高村岩目地40,0889201518,
,398357,高知県競馬組合,こうちけんけいばくみあい,昭和42年12月1日,7810271,高知県高知市長浜宮田2000,0888415123,
,398403,香南清掃組合,こうなんせいそうくみあい,昭和45年6月27日,7830023,高知県南国市廿枝1455,0888631177,
,398446,幡多広域市町村圏事務組合,はたこういきしちょうそんけんじむくみあい,昭和46年3月3日,7870776,高知県四万十市上ノ土居1544,0880312600,
,398462,高幡消防組合,こうばんしょうぼうくみあい,昭和46年4月1日,7850031,高知県須崎市山手町1-7,0889431272,
,398489,幡多中央環境施設組合,はたちゅうおうかんきょうしせつくみあい,昭和46年8月11日,7870151,高知県四万十市竹島2932-3,0880331504,
,398501,津野山養護老人ホーム組合,つのやまようごろうじんほーむくみあい,昭和46年8月28日,7850501,高知県高岡郡津野町力石5082,0889622154,
,398519,高陵特別養護老人ホーム組合,こうりょうとくべつようごろうじんほーむくみあい,昭和46年10月30日,7850202,高知県高岡郡津野町姫野々417,0889552121,
,398527,安芸広域市町村圏特別養護老人ホーム組合,あきこういきしちょうそんけんとくべつようごろうじんほーむくみあい,昭和46年10月19日,7816402,高知県安芸郡奈半利町乙478-1,0887383101,
,398543,高幡東部清掃組合,こうばんとうぶせいそうくみあい,昭和46年11月16日,7891301,高知県高岡郡中土佐町久礼5966,0889523538,
,398608,仁淀消防組合,によどしょうぼうくみあい,昭和48年3月19日,7812112,高知県吾川郡いの町西町1,0888933221,
,398624,幡多中央消防組合,はたちゅうおうしょうぼうくみあい,昭和48年6月1日,7870015,高知県四万十市右山750-1,0880345881,
,398675,幡多西部消防組合,はたせいぶしょうぼうくみあい,昭和50年4月1日,7880052,高知県宿毛市和田1412-1,0880630119,
,398713,嶺北広域行政事務組合,れいほくこういきぎょうせいじむくみあい,昭和54年4月1日,7813601,高知県長岡郡本山町本山995,0887763177,
,398721,高幡障害者支援施設組合,こうばんしょうがいしゃしえんしせつくみあい,昭和56年2月14日,7850695,高知県高岡郡梼原町梼原1444-1,0889651111,
,398730,安芸広域市町村圏事務組合,あきこういきしちょうそんけんじむくみあい,平成2年7月1日,7840045,高知県安芸市伊尾木4034-1,0887320322,
,398748,高幡広域市町村圏事務組合,こうばんこういきしちょうそんけんじむくみあい,平成3年8月1日,7850031,高知県須崎市山手町1-7,0889429311,
,398764,仁淀川広域市町村圏事務組合,によどがわこういきしちょうそんけんじむくみあい,平成7年4月1日,7812192,高知県吾川郡いの町1700-1,0888931140,
,398781,中芸広域連合,ちゅうげいこういきれんごう,平成10年7月1日,7816425,高知県安芸郡安田町大字東島2017,0887384077,
,398799,高知県・高知市病院企業団,こうちけんこうちしびょういんきぎょうだん,平成17年3月1日,7818555,高知県高知市池2125-1,0888376760,
,398802,高知中央西部焼却処理事務組合,こうちちゅうおうせいぶしょうきゃくしょりじむくみあい,平成13年2月13日,7811111,高知県土佐市北地2290,0888527610,
,398811,こうち人づくり広域連合,こうちひとづくりこういきれんごう,平成14年12月1日,7800870,高知県高知市本町4-1-35,0888730333,
,398829,高知県市町村総合事務組合,こうちけんしちょうそんそうごうじむくみあい,平成17年2月1日,7800870,高知県高知市本町4-1-35,0888233217,
,398845,高知県後期高齢者医療広域連合,こうちけんこうきこうれいしゃいりょうこういきれんごう,平成19年2月1日,7800850,高知県高知市丸ノ内2-4-1,0888214525,
,398853,南国・香南・香美租税債権管理機構,なんこく・こうなん・かみそぜいさいけんかんりきこう,平成24年3月23日,7830060,"高知県南国市蛍が丘1-1-1　
南国オフィスパークセンター308-11",0888556776,
,408026,粕屋郡粕屋町外１市水利組合,かすやぐんかすやまちほかいっしすいりくみあい,昭和39年11月24日,8112392,福岡県糟屋郡粕屋町駕与丁１－１－１,0929382311,
,408034,直方市・北九州市岡森用水組合,のおがたしきたきゅうしゅうしおかもりようすいくみあい,昭和6年5月6日,8228501,福岡県直方市殿町７－１,0949252170,
,408042,柳川みやま土木組合,やながわみやまどぼくくみあい,大正12年2月1日,8320021,福岡県柳川市隅町７２番地,0944722050,
,408051,花宗太田土木組合,はなむねおおたどぼくくみあい,大正12年3月27日,8310016,福岡県大川市大字酒見２５６－１,0944862560,
,408069,花宗用水組合,はなむねようすいくみあい,明治29年12月10日,8340047,福岡県八女市稲富６８１,0943224064,
,408077,山の井用水組合,やまのいようすいくみあい,明治42年2月20日,8340012,福岡県八女市山内１２０９ー３,0943235376,
,408085,福岡県中間市外二ヶ町山田川水利組合,ふくおかけんなかましほかにかちょうやまだがわすいりくみあい,大正10年9月21日,8090034,福岡県中間市中間１－２－３１,0932450333,
,408107,堀川水利組合,ほりかわすいりくみあい,昭和36年3月31日,8078501,福岡県遠賀郡水巻町頃末北１－１－１,0932014321,
,408123,上毛町外一市一町矢方池土木組合,こうげまちほかいっしいっちょうやかたいけどぼくくみあい,昭和39年10月31日,8710992,福岡県築上郡上毛町大字垂水１３２１－１,0979723151,
,408158,公立八女総合病院企業団,こうりつやめそうごうびょういんきぎょうだん,昭和35年4月1日,8340034,福岡県八女市高塚５４０－２,0943234131,
,408247,吉富町外１町環境衛生事務組合,よしとみまちほかいっちょうかんきょうえいせいじむくみあい,昭和44年4月20日,8710831,福岡県築上郡吉富町大字直江３６１,0979227081,
,408379,玄界環境組合,げんかいかんきょうくみあい,昭和42年3月31日,8113121,福岡県古賀市筵内１９７０－１,0929401310,
,408395,大川柳川衛生組合,おおかわやながわえいせいくみあい,昭和37年4月1日,8310044,福岡県大川市大字紅粉屋１２０１－２,0944864225,
,408409,うきは久留米環境施設組合,うきはくるめかんきょうしせつくみあい,昭和37年8月11日,8391333,福岡県うきは市吉井町富永２０１５,0943752066,
,408468,両筑衛生施設組合,りょうちくえいせいしせつくみあい,昭和40年8月16日,8301122,福岡県久留米市北野町今山２３９９,0942783290,
,408573,吉富町外一市中学校組合,よしとみまちほかいっしちゅうがっこうくみあい,昭和22年4月1日,8710811,福岡県築上郡吉富町大字広津４１３－１,0979235006,
,408620,久留米市外三市町高等学校組合,くるめしほかさんしちょうこうとうがっこうくみあい,昭和38年4月1日,8308520,福岡県久留米市城南町１５－３,0942359950,
,408638,古賀高等学校組合,こがこうとうがっこうくみあい,昭和37年3月24日,8113192,福岡県古賀市駅東１－１－１,0929421136,
,408697,福岡県市町村消防団員等公務災害補償組合,ふくおかけんしちょうそんしょうぼうだんいんとうこうむさいがいほしょうくみあい,昭和27年10月29日,8120044,福岡県福岡市博多区千代４－１－２７,0926514284,
,408719,福岡県市町村職員退職手当組合,ふくおかけんしちょうそんしょくいんたいしょくてあてくみあい,昭和36年10月1日,8120044,福岡県福岡市博多区千代４－１－２７,0926514283,
,408727,福岡県自治会館管理組合,ふくおかけんじちかいかんかんりくみあい,昭和37年4月1日,8120044,福岡県福岡市博多区千代４－１－２７,0926514284,
,408735,糟屋郡自治会館組合,かすやぐんじちかいかんくみあい,昭和37年4月1日,8112301,福岡県糟屋郡粕屋町大字上大隈５５－１,0929384331,
,408751,筑紫自治振興組合,ちくしじちしんこうくみあい,昭和47年3月22日,8160811,福岡県春日市春日公園５－１４－１,0925926810,
,408778,糟屋郡篠栗町外一市五町財産組合,かすやぐんささぐりまちほかいっしごちょうざいさんくみあい,昭和16年10月16日,8112417,福岡県糟屋郡篠栗町中央二丁目２番１６号,0929470073,
,408808,豊前市外二町財産組合,ぶぜんしほかにちょうざいさんくみあい,明治44年4月17日,8280021,福岡県豊前市大字八屋２０２６,0979832114,
,408891,八女地区消防組合,やめちくしょうぼうくみあい,昭和44年4月1日,8340063,福岡県八女市本村２２－１,0943240119,
,408913,中間市行橋市競艇組合,なかましゆくはししきょうていくみあい,昭和44年4月1日,8098501,福岡県中間市中間１－１－１,0932466254,
,408921,筑紫野太宰府消防組合,ちくしのだざいふしょうぼうくみあい,昭和45年4月1日,8180084,福岡県筑紫野市針摺西１－１－１,0929245034,
,408930,飯塚地区消防組合,いいづかちくしょうぼうくみあい,昭和45年4月1日,8200015,福岡県飯塚市菰田52番地１,0948227600,
,408956,春日・大野城・那珂川消防組合,かすがおおのじょうなかがわしょうぼうくみあい,昭和45年2月10日,8160814,福岡県春日市春日２－２－１,0925841191,
,408964,福岡県田川地区消防組合,ふくおかけんたがわちくしょうぼうくみあい,昭和45年4月1日,8260042,福岡県田川市大字川宮１５７０,0947440650,
,408972,北筑昇華苑組合,きたちくしょうかえんくみあい,昭和45年4月1日,8113192,福岡県古賀市駅東１－１－１,0929421136,
,408981,久留米広域市町村圏事務組合,くるめこういきしちょうそんけんじむくみあい,昭和45年10月31日,8300003,福岡県久留米市東櫛原町９９９－１,0942465510,
,408999,京築広域市町村圏事務組合,けいちくこういきしちょうそんけんじむくみあい,昭和45年10月31日,8240061,福岡県豊前市大字荒堀５２５番地１,0979647833,
,409006,宮若市外二町じん芥処理施設組合,みやわかしほかにちょうじんかいしょりしせつくみあい,昭和45年11月1日,8230003,福岡県宮若市大字本城１５９３－３８,0949322174,
,409022,八女西部広域事務組合,やめせいぶこういきじむくみあい,昭和45年8月10日,8330002,福岡県筑後市大字前津２０８８－６,0942527536,
,409031,築上郡自治会館等資産管理組合,ちくじょうぐんじちかいかんとうしさんかんりくみあい,昭和45年11月27日,8280021,福岡県豊前市大字八屋２０２６,0979832114,
,409065,山神水道企業団,やまがみすいどうきぎょうだん,昭和46年4月1日,8180046,福岡県筑紫野市大字山口１９１７－１,0929195030,
,409081,福岡県南広域水道企業団,ふくおかけんなんこういきすいどうきぎょうだん,昭和46年10月30日,8300062,福岡県久留米市荒木町白口５５,0942271561,
,409111,直方・鞍手広域市町村圏事務組合,のおがたくらてこういきしちょうそんけんじむくみあい,昭和47年7月22日,8228501,福岡県直方市殿町７－１,0949252291,
,409120,甘木・朝倉広域市町村圏事務組合,あまぎあさくらこういきしちょうそんけんじむくみあい,昭和47年8月10日,8380065,福岡県朝倉市一木１８ー２０,0946222038,
,409146,田川郡東部環境衛生施設組合,たがわぐんとうぶかんきょうえいせいしせつくみあい,昭和47年8月11日,8240603,福岡県田川郡添田町大字中元寺８１５－２５１,0947822790,
,409154,粕屋南部消防組合,かすやなんぶしょうぼうくみあい,昭和48年4月1日,8112204,福岡県糟屋郡志免町大字田富１７０,0929355111,
,409197,福岡地区水道企業団,ふくおかちくすいどうきぎょうだん,昭和48年6月1日,8150031,福岡県福岡市南区清水４－３－１,0925521731,
,409227,田川地区斎場組合,たがわちくさいじょうくみあい,昭和49年4月23日,8250001,福岡県田川市大字伊加利２１９１－１４,0947428002,
,409251,宗像地区事務組合,むなかたちくじむくみあい,昭和51年5月6日,8113507,福岡県宗像市多禮２９８,0940620031,
,409260,三井水道企業団,みいすいどうきぎょうだん,昭和52年4月1日,8380122,福岡県小郡市松崎７５３－２,0942725106,
,409278,豊前市外二町清掃施設組合,ぶぜんしほかにちょうせいそうしせつくみあい,昭和52年4月20日,8280021,福岡県豊前市大字八屋３２２－４５,0979822192,
,409286,春日那珂川水道企業団,かすがなかがわすいどうきぎょうだん,昭和52年10月1日,8160804,福岡県春日市原町２－３０－２,0925717001,
,409294,行橋市・みやこ町清掃施設組合,ゆくはししみやこまちせいそうしせつくみあい,昭和52年11月10日,8240046,福岡県行橋市大字西谷４７７,0930230664,
,409308,大野城太宰府環境施設組合,おおのじょうだざいふかんきょうしせつくみあい,昭和53年2月15日,8160971,福岡県大野城市大字牛頸２４７２,0925965943,
,409324,甘木・朝倉・三井環境施設組合,あまぎあさくらみいかんきょうしせつくみあい,昭和53年7月27日,8380801,福岡県朝倉郡筑前町栗田８－３,0946218077,
,409332,粕屋北部消防組合,かすやほくぶしょうぼうくみあい,昭和53年10月25日,8113131,福岡県古賀市今在家１６７－１,0929440131,
,409341,有明生活環境施設組合,ありあけせいかつかんきょうしせつくみあい,昭和54年1月22日,8320052,福岡県柳川市橋本町６３１ー７,0944751766,
,409359,須恵町外二ヶ町清掃施設組合,すえまちほかにかちょうせいそうしせつくみあい,昭和54年4月1日,8112411,福岡県糟屋郡篠栗町大字若杉７７９－１８,0929475304,
,409367,遠賀・中間地域広域行政事務組合,おんがなかまちいきこういきぎょうせいじむくみあい,昭和54年4月1日,8114303,福岡県遠賀郡遠賀町大字今古賀６０３－１,0932933581,
,409375,筑紫野・小郡・基山清掃施設組合,ちくしのおごおりきやませいそうしせつくみあい,昭和56年4月11日,8180024,福岡県筑紫野市大字原田１３８９,0929265300,
